"SourcePath","DestinationPath","CurrentPaths","Bytes","SHA256"
"DevOps\assets\Pasted image 20240716084039.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716084039.png","01 Основы\Linux\assets\Pasted image 20240716084039.png","80526","60980D8F00CEFAFB1B7511C0B317C1E7C2A5A533B984919D2588945FCEBEA627"
"DevOps\assets\Pasted image 20240716084048.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716084048.png","01 Основы\Linux\assets\Pasted image 20240716084048.png","68371","7D9EBE563F093AC725AA12BBB0EFF7EA91F29600362151597FC8DCEB4C4929F0"
"DevOps\assets\Pasted image 20240716221048.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716221048.png","01 Основы\Сети\Передача файлов\assets\Pasted image 20240716221048.png","476684","92451A7CD9151219B5BD58914018D6DC054588EEB578A4E75A7ED9C20E656477"
"DevOps\assets\Pasted image 20240716222611.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716222611.png","01 Основы\Сети\Передача файлов\assets\Pasted image 20240716222611.png","227212","1CA5CB164D6252424904B1851C783110F6FFB05B1393ED8ED985E931AE6CB72B"
"DevOps\assets\Pasted image 20240717144947.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717144947.png","06 Безопасность систем\Защитная настройка\assets\Pasted image 20240717144947.png","568034","24F90FC82DE5D5A910C72C008DDA28852CD4907B0A7C64FB3537702EE24173AE"
"DevOps\assets\Pasted image 20240717150045.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717150045.png","06 Безопасность систем\Защитная настройка\assets\Pasted image 20240717150045.png","268063","0D5333B885348DBAF5D777EB0AC3EAAA0B6347AE8F9E4DA6D72D6F924AE407D5"
"DevOps\assets\Pasted image 20240717192948.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717192948.png","01 Основы\Web и HTTP\assets\Pasted image 20240717192948.png","420704","2C340D50E6379B96ED177710109CF087C15C09F7062865392ACF7028AB0D37DB"
"DevOps\assets\Pasted image 20240717193054.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193054.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193054.png","538853","EBA056660E0531440D2130445AC6D90B6EBEA0E0F5CF236F8732D48F776BB19F"
"DevOps\assets\Pasted image 20240717193235.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193235.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193235.png","988232","B4756DDFD04AD380784D30D986615D0476269581D2526244FD96690DDB62C50A"
"DevOps\assets\Pasted image 20240717193400.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193400.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193400.png","564613","EA9D3ECDCBF345F0EBE823F08CE0FE8DBF99D1ACB4AEDE13B6F6193527FA2AE5"
"DevOps\assets\Pasted image 20240717193654.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193654.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193654.png","517549","FA7794400D3456F2DB553B763D2D07DE58EF3A78CCB40694F9AEAF2A2503DD19"
"DevOps\assets\Pasted image 20240717193725.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193725.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193725.png","677167","0D87299334DA4445E816BCAF720443E29EA5508A59608255C4DD90D64F901E4A"
"DevOps\assets\Pasted image 20240717193806.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193806.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193806.png","903636","16A1C4772E462F118EC84526478BA0EA18EA52CF56D93BAE238FBDF090AE0244"
"DevOps\assets\Pasted image 20240718173237.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173237.png","01 Основы\Linux\assets\Pasted image 20240718173237.png","454535","44B588280001C4DFEBA23F373A90437C77BCB87D5B22D5D499BFA16D78006EEC"
"DevOps\assets\Pasted image 20240718173323.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173323.png","01 Основы\Linux\assets\Pasted image 20240718173323.png","76683","83ECB8D76A971693FAB56B8BAE7B0DB6EEDCB23490D321EDBBC34E63A892E8F3"
"DevOps\assets\Pasted image 20240718173339.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173339.png","01 Основы\Linux\assets\Pasted image 20240718173339.png","312059","FFAE61F9AE144CDBA79E2FE722D07557B7FD22C9FE84788397C6C3E39A5AE8B2"
"DevOps\assets\Pasted image 20240718173621.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173621.png","01 Основы\Linux\assets\Pasted image 20240718173621.png","149309","9999EE946F90C6B8C2D78A23980DB264BF49A574033BA5FE32D55E6EC3850111"
"DevOps\assets\Pasted image 20240718173850.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173850.png","01 Основы\Linux\assets\Pasted image 20240718173850.png","262637","E59803A2E61C21D7DDA6194CC564026A8A407DBD26B633E9664D064D584B6724"
"DevOps\assets\Pasted image 20240718174219.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718174219.png","01 Основы\Linux\assets\Pasted image 20240718174219.png","170358","384A4B39F6B3C58DCB62AB508453BF3DAFEB612C0ACB93E1893EB6760343E6C6"
"DevOps\assets\Pasted image 20240718174333.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718174333.png","01 Основы\Linux\assets\Pasted image 20240718174333.png","327660","C838CBA343B0AA1FC56A8A4E0B3EA7A894DC15BD8F9A7783156B26419DA2EE5B"
"DevOps\assets\Pasted image 20240718174457.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718174457.png","01 Основы\Linux\assets\Pasted image 20240718174457.png","343993","44858ABC7AD1153F0B693984725FA8895A6E96F2C6008DB9EC4A04F943A143B6"
"DevOps\assets\Pasted image 20240718174906.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718174906.png","01 Основы\Linux\assets\Pasted image 20240718174906.png","217295","01BE5298FA29CB8E822821AF3835510776C1CA1024CF27B32D8F392C9766D2BE"
"DevOps\assets\Pasted image 20240718175018.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175018.png","01 Основы\Linux\assets\Pasted image 20240718175018.png","571698","18469CB83144EF1E6798C396D242547E3AA3B9A6AAC644064FEBBB7E22763F36"
"DevOps\assets\Pasted image 20240718175100.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175100.png","01 Основы\Linux\assets\Pasted image 20240718175100.png","449583","FAA5FD632019633A00B56AF688BD887833F5CCBCC882D42E3F59E6E55AA3B7D6"
"DevOps\assets\Pasted image 20240718175256.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175256.png","01 Основы\Linux\assets\Pasted image 20240718175256.png","162994","EF5D6C25A97CF7D3EA443995964BDEABB57DFF993C01BE6E102AA96ED1E33D41"
"DevOps\assets\Pasted image 20240718175329.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175329.png","01 Основы\Linux\assets\Pasted image 20240718175329.png","205585","2664360CFB1B2848EF144297AE6004D671035B19976FAD746B65D5FBE2B81C05"
"DevOps\assets\Pasted image 20240718175426.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175426.png","01 Основы\Linux\assets\Pasted image 20240718175426.png","191700","31C98E38B4717C9E37FF0E37B8B50C88DB33C2F3909930BEDBD8514850C4CA23"
"DevOps\assets\Pasted image 20240718175724.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175724.png","01 Основы\Linux\assets\Pasted image 20240718175724.png","302367","9E11A6B7BFD0C35256119BB663BEB92CBFCF7EE83EEEB341E307B43E9508827C"
"DevOps\assets\Pasted image 20240718180007.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718180007.png","01 Основы\Linux\assets\Pasted image 20240718180007.png","140780","C8499E659DFCB3BFD9EB80CFC6CCF1CA8D2E1A7BD5C4AB4BE7A212974E86862B"
"DevOps\assets\Pasted image 20240718180048.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718180048.png","01 Основы\Linux\assets\Pasted image 20240718180048.png","664482","394489419A5F60F444B0AE055459B63F12FF98B5EB9458C7B44CFDB5671E7401"
"DevOps\assets\Pasted image 20240718180611.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718180611.png","01 Основы\Linux\assets\Pasted image 20240718180611.png","333026","AFB10D150DE14925A3A0EC683F665D49F7F504F1D252CBEE5D38EA60F1EB85CB"
"DevOps\assets\Pasted image 20240718190631.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718190631.png","01 Основы\Linux\assets\Pasted image 20240718190631.png","2482935","D11F9780F22CEEB3BBB1215D9EDDE629352EF7A61FCB039ACD03CDD26C8C2939"
"DevOps\assets\Pasted image 20240718190729.png","01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718190729.png","01 Основы\Linux\assets\Pasted image 20240718190729.png","325235","41FF1490018079D8882E5F2A7FC0E8BAD76E0C0DBB726861ABD891B066CB079F"
